"plotID","top_height","ba_ha","lor","qmdbh","dens","AGB_ha","V_ha","Vmerch_ha"
413,30,70.3409308825009,22.4436524082081,21.0232880866745,2026.36160002696,390.412096023049,701.086440672073,616.861253156205
415,30.5,69.0813268635884,26.5811437351088,25.756182624687,1325.89092347443,378.619763002156,817.246406484251,748.805640598678
416,33.3,51.1314783901715,28.0117095092714,29.4525324321469,750.504296306282,304.899516782427,631.745589236765,580.499737100967
417,34.2,79.9511782606509,27.2602194220701,26.7186248201643,1425.95816298194,430.869844670757,968.398713862647,890.865103160812
418,36.5,96.1530874327247,27.8247043296067,29.829046246905,1375.92454322818,583.785698552176,1192.40309566403,1095.27494500636
419,34.9,79.0773068507621,27.1958117787604,25.6862149672594,1526.02540248944,453.100224598205,960.794085181909,872.996208536707
420,35.9,74.5206242769479,27.0556610842675,33.3993395496519,850.571535813786,453.236576238567,887.983528316611,824.0508541553
422,15.1371273469688,2.74437591167446,10.8246677607948,11.2684596027222,275.184908645637,6.88310354223852,14.0907135305869,7.31438185459187
423,15.4,18.264160033449,11.2653369708927,11.9586531271454,1626.09264199694,67.6255845185296,96.2609242733219,48.1061388589878
424,13.4,20.1834705560586,9.48092655598226,10.0850099525273,2526.69779756448,74.0023810718284,91.2059963064449,27.3536491959638
426,16.6,28.0503173570243,13.9311530080252,15.5554285036512,1475.99178273569,116.478935016313,180.11630885089,133.590281033613
427,17,25.0172510814345,12.7475586328658,12.4609732227678,2051.37840990384,97.7819045774315,149.317315925893,78.1578232087883
428,22.9,46.0735123987727,17.1762185022312,18.4348755808429,1726.15988150445,189.622469845578,335.93493875025,278.240089610023
429,20.9,32.8819562333384,15.9366606335436,14.554737364406,1976.32798027321,126.066070443486,234.384436205489,172.695185997161
430,21.8,32.4981884399678,15.7811379879287,17.0345726881148,1425.95816298194,127.784964566342,219.307605092427,177.125892084711
431,21,32.9594485626981,16.6556108765335,17.4641607038789,1375.92454322818,135.022187060004,235.586544361396,192.04308620794
432,25.1,35.4712885418239,14.8561172398971,21.7964507009259,950.63877532129,127.900817998879,218.814127910606,188.02010718223
433,22.8,44.5466738028771,18.7327558564038,16.8345589487815,2001.34479015009,190.942094277069,371.949418356799,300.082581818231
434,23.6,33.4589832943514,20.5777414151213,21.1691620300056,950.63877532129,151.141680546103,303.956937721701,269.323611863429
435,18.9,40.9919489713797,15.6437564108709,12.8677645719591,3152.11804448638,164.59774025464,278.168565679046,163.56465620673
436,25.4,27.4313218336603,18.130173257877,20.8875486235221,800.537916060034,114.438889578356,209.15581086444,178.32104026393
437,20.8,38.8109643000855,18.4226041336548,15.8125811150168,1976.32798027321,160.904645154321,317.267666690854,243.209649502436
438,26.3,35.3262458503093,19.2886395111744,19.9885633967693,1125.75644445942,160.886987419511,286.488917824612,242.569448045733
439,28.4,33.0944903425381,19.7115597890232,22.5922754296886,825.55472593691,171.245070105336,285.438571471081,251.822661073805
440,26.5,30.0561387128414,19.5078324893869,21.5302324439591,825.55472593691,137.960050652402,257.897260440992,230.539949803668
441,29.2,38.8855683504351,20.2407311422645,24.8690005327918,800.537916060034,188.618376510149,338.964113738543,300.786833725185
442,27.4,24.7371076656104,23.3661316405667,29.988140513019,350.235338276265,148.032239965541,254.331400288302,233.90277472384
443,28,29.8557275162215,22.3307974634062,22.5056881698827,750.504296306282,154.899531009639,292.699819812223,258.780101452087
444,28.3,44.3247675230119,22.2028710617596,26.1460061264361,825.55472593691,233.081020204939,430.271484529152,392.125645675721
